custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
9963-LIXPAS-PYV,5,5,1,25,3,May,10,1,3,0,3,2,0,22,3.09104245335832,1,24.8,2.176944,.777922058448887,3.279056,1.18755557609423,1,3,1,9,1,3,4,0,4,0,0,0,0,0,1,1,5,2,2,1,1,10.2,1,1,0,3,2,30,0,0,1,1,0,1,0,1,0,0,9,3,1,0,0,1,3,4,0,6,3,3,2,2,0,3,2,10,203.79,9,125.44,1,2,12,1,6.4,1.85629799036563,84.5,4.43675153436313,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,2,0,0,0,0,0,1,22,1,1,0,0,1,0,1,0,0,0,0,0
7870-VOETWJ-7XW,1,2,1,43,4,August,20,5,4,0,14,4,0,134,4.89783979995091,5,10.8,4.385016,1.47819327462023,10.086984,2.31124587987138,0,2,1,19,4,2,5,1,0,0,0,0,0,4,1,3,18,4,3,1,0,67.6,3,0,0,1,1,24,1,1,0,0,0,0,0,1,0,1,9,3,1,1,1,1,3,4,0,10,3,3,4,2,0,8,3,8,488.97,4,303.5,0,1,15,1,4.2,1.43508452528932,39.9,3.68637632389582,1,23.5,3.15700042115011,295.7,5.68934542685843,0,0, ,0, ,1,8,2.07944154167984,105,4.65396035015752,1,27.45,3.31236616795554,406.9,6.00856745500764,1,0,1,3,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,0,0,1,1
5913-VZNLLP-INS,5,5,1,51,5,November,15,3,2,0,7,3,0,33,3.49650756146648,2,23.1,2.568951,.943497644376362,5.054049,1.62018970420986,1,3,1,14,2,2,1,0,0,0,0,1,0,0,1,1,14,3,4,1,1,18,1,1,0,1,1,22,1,0,0,0,1,0,1,1,0,0,3,2,1,0,0,3,4,3,0,32,5,2,3,1,0,21,5,12,211.81,6,170.15,0,3,66,0,18.25,2.9041650800285,1203,7.09257371597468,1,34.75,3.5481795720108,2324.75,7.75136778535831,0,0, ,0, ,1,20.25,3.00815479355255,1355,7.2115567333138,0,0, ,0, ,1,0,0,0,0,0,1,1,0,1,25,1,1,1,0,0,0,0,0,1,0,0,0
3849-BYRQMO-XT2,5,3,0,44,4,February,19,4,3,0,10,3,0,35,3.55534806148941,2,10.9,1.972355,.679228260262712,1.842645,.611202039406856,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,20,4,4,1,0,17.7,1,0,1,1,1,31,1,0,1,0,0,0,0,1,0,0,9,4,0,0,0,2,2,3,0,26,5,1,1,1,0,23,5,14,314.31,1,27.52,1,3,62,0,21.8,3.08190996979504,1362.4,7.21700312934848,0,0, ,0, ,1,42.4,3.74714836223791,2475.7,7.81427846329724,1,33.75,3.51898041731854,2065,7.63288550539513,1,40.55,3.70253578056142,2448.45,7.80321045026815,1,1,1,2,0,1,0,0,1,1,33,1,1,1,0,1,0,1,0,1,0,0,0
2237-XTNODS-GUM,3,1,0,63,5,November,18,4,6,0,24,5,0,130,4.86753445045558,5,12.6,6.35544,1.84931113906606,10.02456,2.30503808195511,0,5,0,-1,-1,1,1,0,0,1,0,0,0,0,1,2,42,5,3,1,1,60.5,3,0,0,8,4,19,1,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,1,2,0,21,5,2,2,4,0,16,5,9,145.45,6,142.51,0,2,46,0,17.6,2.86789890204411,790.65,6.67285539196933,0,0, ,0, ,0,0, ,0, ,1,6,1.79175946922806,265,5.57972982598622,0,0, ,0, ,1,0,0,3,1,0,0,0,0,1,14,1,1,1,0,1,0,1,0,0,0,0,0
1388-XGLTIZ-04L,4,3,0,21,2,July,16,3,4,0,0,1,0,38,3.63758615972639,2,5.5,1.44628,.368994742612252,.64372,-.440491430031843,0,1,1,12,2,4,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,22.6,2,0,0,1,1,17,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,3,4,4,0,3,2,1,3,4,0,3,2,12,355.09,8,316.48,1,3,10,0,5.35,1.67709656090792,52.1,3.95316494875932,0,0, ,0, ,1,25.7,3.24649099190117,226.7,5.42362755751348,1,15.5,2.7408400239252,130,4.86753445045558,0,0, ,0, ,0,0,0,1,1,0,1,0,0,1,18,1,1,1,0,1,0,0,0,1,0,0,0
0407-SLTYDQ-NGJ,5,2,0,19,2,April,12,2,4,1,0,1,0,24,3.17805383034795,1,14.1,1.65816,.505708553866512,1.72584,.545713888480211,1,1,0,-1,-1,1,8,2,0,0,0,0,0,6,1,1,0,1,0,-1,-1,-1,-1,-1,1,4,3,19,0,0,1,1,0,0,0,0,0,0,1,5,0,1,1,4,4,1,1,1,1,2,1,3,0,1,1,3,53.84,0,0,0,1,15,0,11.2,2.41591377830105,169.25,5.13137691179238,0,0, ,0, ,1,30.7,3.42426265459315,351.7,5.86277853947994,0,0, ,0, ,0,0, ,0, ,1,0,0,1,1,0,0,0,1,1,25,1,1,1,0,1,1,1,0,1,0,0,0
3279-UIFXHV-NMT,3,2,0,50,5,May,15,3,2,0,4,2,0,34,3.52636052461616,2,12.1,1.941808,.663619497834184,2.172192,.77573679595489,0,2,1,11,1,4,4,0,0,0,0,0,0,4,0,1,5,2,2,0,1,12.5,1,1,0,4,3,17,1,0,0,1,0,1,0,0,0,1,9,3,0,1,0,2,4,4,1,26,5,3,4,4,1,19,5,9,158.06,3,40.34,1,2,57,0,16.05,2.77570884957602,868.2,6.76642210286549,1,25.25,3.22882615572137,1479.35,7.29935808109715,0,0, ,0, ,1,15.75,2.75684036527164,960,6.86693328446188,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0
3518-TYPNAR-I9S,2,3,0,48,4,March,20,5,2,0,3,2,0,226,5.42053499927229,5,12.7,6.056122,1.80106966124267,22.645878,3.11997784861248,1,1,1,17,4,2,1,0,1,0,0,0,0,0,1,1,22,4,2,1,1,76,3,0,0,1,1,32,1,0,0,0,0,0,0,0,0,0,2,6,1,0,1,1,1,3,0,21,5,4,4,3,0,11,4,9,983.27,3,280.09,1,1,41,1,10.85,2.38416507998647,463.2,6.13815892625879,1,49.75,3.9070104636046,2032.6,7.61707104070367,1,63.55,4.15182699763546,2518.45,7.83139891190148,1,16.5,2.80336038090653,655,6.48463523563525,1,91.15,4.51250650112467,3606.85,8.19059009423345,1,1,1,4,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,0,0,0,0
9700-ABSJSP-IP3,1,4,1,67,6,August,9,1,1,1,13,4,0,96,4.56434819146784,4,2.2,1.560768,.44517800781008,.551232,-.595599505815428,0,5,1,10,1,2,8,0,1,0,0,0,0,7,1,1,28,5,1,1,1,41.7,3,1,0,4,3,33,0,1,1,1,0,1,0,0,0,0,9,6,1,1,1,3,2,3,0,10,3,2,3,3,0,8,3,9,266.12,5,184.88,0,2,23,0,6.4,1.85629799036563,132.9,4.8895969657192,1,51.5,3.94158180766969,1131.9,7.03165291563837,0,0, ,0, ,1,19.5,2.9704144655697,435,6.07534603108868,0,0, ,0, ,0,1,1,0,1,1,1,1,0,1,30,1,1,1,1,0,0,0,0,0,0,0,1
7524-LLKYHT-GPQ,2,1,1,30,3,September,13,2,6,0,7,3,0,16,2.77258872223978,1,9.3,.857088,-.154214681875346,.630912,-.460588887339279,0,1,1,16,3,2,1,0,1,0,0,0,0,0,1,1,6,2,4,0,1,6.1,1,1,0,1,1,21,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,3,2,3,0,12,4,5,2,4,1,12,4,11,311.54,6,174.82,1,3,35,0,9.95,2.2975725511705,324.6,5.78259365508049,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,0,0,1,0,1,0,1,20,1,1,1,0,0,0,1,0,0,1,0,0
0850-WTYIMC-UY6,3,3,0,36,4,May,20,5,3,0,1,1,0,37,3.61091791264422,2,8.2,.04551,-3.08982319695359,2.98849,1.09476824311629,0,4,1,19,4,2,3,1,2,0,0,0,0,0,1,3,4,2,5,1,1,14.5,1,0,0,1,1,24,1,0,0,0,1,0,0,1,0,0,1,5,0,0,1,4,4,1,0,11,4,1,1,4,0,4,2,15,341.3,4,100.51,1,3,22,1,3.95,1.37371557891303,88.65,4.48469603252022,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,1,0,1,0,1,0
4820-VWUAEL-KWD,5,5,0,63,5,November,12,2,2,0,4,2,0,33,3.49650756146648,2,2.1,.099792,-2.30466725919837,.593208,-.522210182632629,0,4,1,12,2,2,2,0,2,0,0,0,0,0,1,1,6,2,1,1,1,15.8,1,1,1,5,3,34,0,0,0,0,1,0,0,0,1,0,9,5,0,1,1,3,3,3,0,5,2,2,2,3,0,3,2,15,355.21,6,166.82,0,3,9,0,3.25,1.17865499634165,39.85,3.68512240523622,1,19.75,2.98315349134713,181.2,5.19960139360888,0,0, ,0, ,1,20,2.99573227355399,190,5.24702407216049,1,18,2.89037175789616,139.7,4.93949726626292,0,0,0,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,0,0,1,1
8473-QOGKST-OJ6,4,4,0,24,2,February,14,2,1,0,1,1,0,29,3.36729582998647,2,11.9,2.03609,.711031302033494,1.41491,.347065924832083,1,3,0,-1,-1,3,1,1,0,0,0,0,0,0,0,2,3,2,3,1,0,21,2,0,0,1,1,26,1,1,0,0,0,1,0,0,1,0,9,5,0,1,0,5,4,1,0,3,2,2,4,4,1,3,2,10,247.36,0,0,1,1,6,0,3.45,1.23837423104327,20.7,3.03013370027132,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,0,0,0,0
9868-IKITYD-74T,5,5,1,79,6,November,22,5,1,1,24,5,1,24,3.17805383034795,1,12.8,.03072,-3.48284137070267,3.04128,1.11227847943192,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,47,5,1,0,1,10.5,1,0,0,5,3,28,1,1,0,1,1,1,0,0,0,0,1,5,0,0,0,1,3,3,0,40,5,2,2,1,0,30,5,9,176.64,4,88.31,0,2,72,0,29.65,3.38946212544373,2201.75,7.69700777768557,1,34.5,3.54095932403731,2603.3,7.86453514998634,0,0, ,0, ,1,57.25,4.04742764243435,4180,8.3380665255188,1,56.65,4.03689198747402,4051,8.30671904320269,1,1,1,2,1,1,1,1,1,1,16,1,1,1,1,1,0,0,1,1,0,1,0
0892-QAHLNV-LH8,4,2,1,24,2,May,19,4,2,0,0,1,0,24,3.17805383034795,1,2.8,.1848,-1.68848111977455,.4872,-.71908056258645,0,2,1,18,4,4,0,0,0,0,0,0,0,0,1,3,4,2,2,1,1,12.7,1,1,0,1,1,18,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,4,4,1,1,6,3,3,3,1,1,6,3,19,346.4,2,49.04,0,1,62,0,27.45,3.31236616795554,1703.25,7.44029346965378,0,0, ,0, ,1,38,3.63758615972639,2344.25,7.75972080029973,1,18.5,2.91777073208428,1100,7.00306545878646,0,0, ,0, ,1,0,1,4,0,0,0,1,1,1,18,1,1,1,0,1,0,1,0,1,0,0,0
5125-QIFIIR-412,4,3,1,20,2,September,15,3,1,0,0,1,0,32,3.46573590279973,2,6.6,1.269312,.238475021397086,.842688,-.171158496248259,0,1,1,11,1,4,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,0,2,1,21,0,1,1,0,1,0,0,1,0,0,2,6,1,0,1,3,4,2,0,2,2,1,1,4,0,2,2,12,476.33,8,327.27,1,1,18,0,8.9,2.18605127673809,137.5,4.92362391710663,1,22.25,3.10234200861225,408.15,6.01163475389736,0,0, ,0, ,1,18.25,2.9041650800285,295,5.68697535633982,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0
2032-UQNDRB-U3N,1,1,1,63,5,September,10,1,2,0,4,2,0,30,3.40119738166216,2,14.4,1.67616,.516505462897155,2.64384,.972232405786208,1,3,1,15,3,4,6,0,0,0,0,0,0,6,0,2,10,3,2,1,0,16.5,1,0,1,3,2,26,0,0,1,0,0,0,0,1,0,0,9,3,1,0,1,3,1,4,1,14,4,2,1,1,0,12,4,7,208.54,5,116.71,0,2,27,0,6.5,1.87180217690159,176.85,5.17530191565149,1,31.75,3.4578927253387,816.65,6.70521060649915,0,0, ,0, ,1,18,2.89037175789616,420,6.04025471127741,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,24,1,1,1,0,0,0,0,0,0,1,0,0
2444-DHVREZ-TG5,1,1,1,63,5,April,16,3,5,1,23,5,1,42,3.73766961828337,2,5.2,.1092,-2.21457421567133,2.0748,.729864763495108,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,11,3,1,1,0,18.2,1,0,1,10,5,36,0,0,0,0,1,0,0,0,0,1,9,6,1,1,1,3,3,3,1,24,5,4,3,4,0,24,5,7,271.26,6,110.91,1,2,57,0,17.05,2.83615020372953,966.7,6.87388820947056,1,22.75,3.12456514539696,1391.55,7.23817351276739,0,0, ,0, ,1,21.5,3.06805293513362,1090,6.99393297522319,0,0, ,0, ,1,1,0,0,1,1,1,1,1,1,21,1,1,1,0,1,1,0,0,0,0,0,0
3122-NPGVOK-DU7,5,4,0,35,4,February,12,2,1,0,2,2,0,24,3.17805383034795,1,7.8,.778752,-.250062640665473,1.093248,.0891530819014903,0,1,1,13,2,4,1,1,0,0,0,0,0,0,0,2,7,2,3,1,1,14.3,1,1,1,1,1,30,1,0,0,1,0,0,1,1,0,0,9,5,0,0,0,1,3,2,0,17,5,2,2,3,0,17,5,14,1127.79,4,517.51,1,1,42,0,11.8,2.46809953147162,469.75,6.15220063829358,1,36.5,3.59731226058845,1531.55,7.33403557347089,0,0, ,0, ,1,52.75,3.96556377235618,2205,7.69848278788095,0,0, ,0, ,0,1,0,0,1,1,1,1,0,1,21,1,1,1,1,0,1,0,0,1,0,0,0
7824-CUQZCR-J8J,2,2,0,29,3,March,9,1,5,0,7,3,0,20,2.99573227355399,1,4.4,.35464,-1.03665208854534,.52536,-.64367153709942,0,4,0,-1,-1,2,0,0,0,0,0,0,0,0,0,2,5,2,0,-1,-1,-1,-1,-1,0,8,4,18,0,0,0,0,1,1,0,1,0,0,9,7,1,0,1,3,1,4,0,8,3,2,4,2,0,9,3,7,264.81,3,95.43,1,1,22,0,5.9,1.77495235091167,130.4,4.87060664949255,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,1,0,0,0,0,0
9732-PWXJZD-D81,3,1,0,39,4,December,12,2,6,1,9,3,0,43,3.76120011569356,2,7.7,.837683,-.177115531689508,2.473317,.905560164715789,0,4,1,14,2,5,0,0,0,0,0,0,0,0,1,1,20,4,4,1,0,21.1,2,0,0,1,1,27,1,0,0,0,1,0,0,0,0,0,9,4,1,0,0,1,3,1,0,13,4,4,1,1,0,12,4,14,1658.88,4,319.17,0,3,32,0,6.1,1.80828877117927,190.6,5.2501769912201,1,23.75,3.16758253048065,748.4,6.61793759439993,0,0, ,0, ,1,10.25,2.32727770558442,300,5.7037824746562,0,0, ,0, ,0,0,0,3,0,0,1,1,0,1,8,1,1,1,0,1,0,1,0,1,0,1,0
4852-ZMXTZD-J4J,5,4,1,55,5,April,12,2,3,0,17,5,0,79,4.36944785246702,4,28,2.47744,.907225768967092,19.64256,2.97769864066417,0,2,1,10,1,5,0,0,0,0,0,0,0,0,1,3,29,5,2,1,1,39.8,2,1,0,1,1,33,1,0,0,0,1,0,0,0,0,0,9,6,1,0,1,4,3,3,0,15,4,1,3,4,0,15,4,23,1183.68,4,145.82,1,2,40,0,6.5,1.87180217690159,267.2,5.58799744166249,1,29.25,3.37587957367787,1221.35,7.10771208332101,0,0, ,0, ,1,26.5,3.27714473299218,985,6.89264164117209,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,11,1,1,1,0,0,0,0,0,0,1,0,0
2026-KBWZMU-YRV,5,5,0,38,4,March,17,4,2,0,1,1,0,59,4.07753744390572,3,2.3,.036639,-3.30664203212508,1.320361,.2779051840566,0,1,0,-1,-1,1,3,0,3,0,0,0,0,0,1,1,15,3,3,0,0,34.7,2,0,1,1,1,27,1,0,0,0,0,1,0,1,1,0,9,4,0,0,1,4,3,3,0,5,2,3,4,3,0,2,2,14,375.23,11,284.21,1,1,15,1,3.9,1.3609765531356,71.8,4.27388447605418,1,37.5,3.62434093297637,573.8,6.35228090354726,1,54.75,4.00277736869661,777.75,6.65640513577775,1,26.25,3.26766598903763,380,5.94017125272043,1,34.35,3.53660201866836,407.9,6.01102204632351,0,1,1,3,1,1,1,1,1,1,27,1,1,1,1,1,0,1,1,0,0,0,0
6604-OFIMTB-7TA,1,2,1,48,4,May,12,2,6,0,14,4,0,36,3.58351893845611,2,19.1,.811368,-.209033566995869,6.064632,1.80247386454526,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,25,4,3,1,1,23.3,2,1,1,1,1,23,1,0,0,1,0,0,1,0,0,0,9,5,0,0,0,3,2,3,1,14,4,2,4,3,0,17,5,6,127.05,3,93.74,1,1,33,0,11.55,2.4466854369678,426.15,6.05479139696831,1,15.75,2.75684036527164,506.35,6.22722812977829,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,3,1,1,1,1,0,1,16,1,1,1,1,1,0,0,0,0,0,0,0
4383-TTOEJO-CTF,1,1,0,36,4,March,14,2,1,0,4,2,0,56,4.02535169073515,3,7.8,3.179904,1.15685100765715,1.188096,.172352025756464,1,4,0,-1,-1,2,3,0,0,0,0,0,0,3,0,1,10,3,2,1,1,26,2,1,0,1,1,24,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,4,3,2,1,18,5,1,1,4,0,18,5,11,386.94,3,81.71,0,1,55,0,16.85,2.82435065679837,931.35,6.83663514647901,1,22,3.09104245335832,1184,7.07665381544395,0,0, ,0, ,1,8.5,2.14006616349627,420,6.04025471127741,0,0, ,0, ,1,0,0,0,1,1,1,0,0,1,23,1,1,1,0,0,1,1,0,0,0,0,0
7973-GHORKA-MFC,4,1,1,79,6,May,9,1,6,0,34,5,1,18,2.89037175789616,1,12.3,1.337256,.290619753239123,.876744,-.131540233441211,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,4,23,4,1,0,0,11.6,1,0,0,10,5,27,0,0,0,0,1,0,0,0,0,1,2,6,1,1,1,3,1,1,0,13,4,1,3,4,0,13,4,10,534.05,7,330.47,1,2,52,0,13.6,2.61006979274201,702.1,6.5540758440232,1,29.25,3.37587957367787,1531.95,7.33429671269222,0,0, ,0, ,1,23.5,3.15700042115011,1185,7.07749805356923,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,1
7247-KCAQED-KLS,5,3,1,71,6,June,15,3,2,1,4,2,0,39,3.66356164612965,2,2.2,.36465,-1.0088172895519,.49335,-.706536417678961,0,2,0,-1,-1,1,2,2,0,0,0,0,0,0,0,1,12,3,1,1,1,21.3,2,0,1,5,3,27,0,0,0,0,1,0,0,0,0,1,1,4,1,0,1,3,1,2,0,36,5,1,2,3,0,26,5,9,251.03,4,172.16,0,2,69,0,17.35,2.85359250639287,1205.85,7.09493999144208,0,0, ,0, ,0,0, ,0, ,1,15.5,2.7408400239252,1055,6.96129604591017,0,0, ,0, ,1,0,0,4,0,1,0,0,1,1,16,1,1,1,0,1,0,0,0,1,0,0,0
0393-WICKKS-RI4,2,2,0,26,3,February,13,2,2,0,2,2,0,52,3.95124371858143,3,7.8,1.35876,.306572519131811,2.69724,.992229027962599,0,2,1,9,1,5,3,3,0,0,0,0,0,0,1,1,5,2,2,1,1,36.3,2,0,0,3,2,23,1,0,1,1,0,0,0,0,0,0,9,6,1,1,0,2,3,1,0,8,3,3,2,2,0,8,3,9,176.73,3,98.06,1,1,22,0,7.5,2.01490302054226,178.15,5.18262589205184,1,37.25,3.61765194482557,763.1,6.63738908429559,0,0, ,0, ,1,40.5,3.70130197411249,880,6.77992190747225,1,33.2,3.50254987592244,680.2,6.5223868725731,0,1,0,0,1,1,1,1,0,1,23,1,1,1,1,0,0,0,0,0,0,0,0
2953-GMBCDJ-218,3,3,1,37,4,June,13,2,1,0,5,2,0,24,3.17805383034795,1,11.6,1.007808,.00777767531580725,1.776192,.574471746834826,0,1,0,-1,-1,3,0,0,0,0,0,0,0,0,0,2,17,4,3,1,0,13.1,1,0,1,1,1,20,1,0,0,0,0,0,0,1,0,0,9,4,0,0,0,1,1,2,0,18,5,4,1,1,0,19,5,7,308.75,7,261.72,1,3,52,0,7.85,2.06051353179432,383.75,5.94999129890141,0,0, ,0, ,0,0, ,0, ,1,21.25,3.05635689537043,1050,6.95654544315157,0,0, ,0, ,0,0,0,0,1,0,1,1,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0
8138-NYSLTE-OQN,3,3,1,51,5,November,12,2,1,1,7,3,0,42,3.73766961828337,2,14,.55272,-.592903734801598,5.32728,1.67284078897138,0,5,0,-1,-1,3,0,0,0,0,0,0,0,0,0,2,4,2,3,1,0,19.7,1,0,1,1,1,19,1,0,1,0,0,0,0,0,0,0,9,2,1,1,0,3,1,2,0,10,3,1,4,3,1,10,3,11,563.35,6,172.5,0,1,24,0,6.75,1.90954250488444,155,5.04342511691925,1,16.25,2.78809290877575,392.35,5.97215429857348,0,0, ,0, ,1,10.25,2.32727770558442,235,5.45958551414416,0,0, ,0, ,0,0,0,0,1,0,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0
9507-CHXZEA-FPB,2,1,1,62,5,June,16,3,1,0,13,4,0,64,4.15888308335967,3,2.6,.752128,-.284848756750889,.911872,-.0922556496351046,0,2,1,13,2,2,6,2,0,0,0,0,0,4,1,1,13,3,4,1,0,28,2,0,1,1,1,16,1,0,1,0,1,0,0,0,0,0,1,2,0,1,1,4,1,2,0,18,5,3,3,4,0,14,4,12,400.48,3,107.99,1,3,42,1,27.45,3.31236616795554,1087.55,6.99168273891742,0,0, ,0, ,1,36.5,3.59731226058845,1403.4,7.24665314281819,1,18.75,2.93119375241642,835,6.72743172485086,0,0, ,0, ,1,0,1,4,0,0,0,0,1,1,17,1,1,1,1,1,1,1,0,0,0,0,0
7723-DKUCJS-J2W,3,1,1,28,3,October,19,4,4,0,3,2,0,61,4.11087386417331,3,5,1.46095,.379086909048098,1.58905,.46313635339055,1,3,1,14,2,7,3,3,0,0,0,0,0,0,1,3,8,3,2,1,1,30,2,0,1,1,1,31,1,0,0,0,1,1,0,0,0,0,9,4,0,0,1,1,3,2,0,9,3,4,2,2,0,3,2,10,358.93,4,107.04,1,1,13,0,5.9,1.77495235091167,83.3,4.4224485491728,0,0, ,0, ,1,32.9,3.49347265777133,423.5,6.04855351409211,0,0, ,0, ,0,0, ,0, ,0,0,0,4,0,0,0,1,1,1,19,1,1,1,0,1,1,1,0,1,0,0,0
0837-BDITSL-N6A,5,3,1,53,5,April,9,1,5,0,30,5,0,141,4.94875989037817,5,8.4,4.453344,1.4936552746471,7.390656,2.00021649962664,0,5,0,-1,-1,1,3,3,0,0,0,0,0,0,1,1,20,4,0,-1,-1,-1,-1,-1,0,4,3,31,1,0,1,1,1,0,0,1,1,0,9,5,0,0,1,4,2,2,0,24,5,2,1,4,0,16,5,9,217.08,4,124.51,1,1,53,0,10.8,2.37954613413017,566,6.33859407820318,1,21,3.04452243772342,1070.4,6.97578768937396,0,0, ,0, ,1,15,2.70805020110221,775,6.65286302935335,0,0, ,0, ,0,0,0,0,0,0,0,1,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0
7374-FODUTL-VSI,2,2,1,62,5,June,17,4,2,0,4,2,0,60,4.0943445622221,3,11.6,2.52648,.926827029629042,4.43352,1.48919385093635,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,28,5,4,1,1,23.4,2,1,0,1,1,29,1,0,0,0,0,0,0,1,0,0,9,4,1,0,1,3,1,2,0,12,4,2,4,4,0,10,3,10,222.91,0,0,1,1,28,1,8.55,2.14593128294867,230.3,5.43938280682664,1,17.5,2.86220088092947,486.65,6.1875451788725,1,46.45,3.83837646525985,1256.35,7.13596597062937,1,23,3.13549421592915,585,6.37161184723186,1,40.1,3.69137633431252,1101.85,7.00474586429577,1,1,1,4,1,1,1,1,0,1,23,1,1,1,1,1,1,1,1,1,0,0,0
5110-WHLWIT-LZ9,3,4,0,32,3,March,11,1,1,0,2,2,0,32,3.46573590279973,2,11.7,.554112,-.590388446602676,3.189888,1.15998580646252,0,2,1,13,2,2,0,0,0,0,0,0,0,0,1,3,10,3,1,1,1,19.8,1,1,1,8,4,30,0,0,1,1,0,0,0,1,0,0,9,2,0,0,1,1,2,4,0,8,3,4,3,2,0,5,2,9,232.91,5,110.51,1,1,20,0,7.7,2.04122032885964,162.65,5.09160065291936,1,28,3.3322045101752,549.5,6.30900877384368,0,0, ,0, ,1,30.25,3.40949618447685,580,6.36302810354047,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,1,0,1
2160-NYPZTX-5N1,2,5,1,50,5,May,12,2,6,0,17,5,0,86,4.45434729625351,4,12.7,4.64185,1.53511299367224,6.28015,1.83739386554518,1,4,1,11,1,2,0,0,0,0,0,0,0,0,0,2,18,4,3,0,1,37.3,2,0,0,8,4,34,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,1,1,1,0,32,5,4,3,3,0,30,5,15,630.81,5,151.4,0,3,72,0,65.3,4.17899203628239,4849.75,8.48668243621121,0,0, ,0, ,0,0, ,0, ,1,40.75,3.70745583968687,2830,7.94803199063728,0,0, ,0, ,1,0,0,1,0,0,0,0,1,1,14,1,1,1,0,1,0,0,0,1,1,0,0
6585-JUWMXV-8BJ,1,2,1,25,3,April,18,4,2,0,0,1,0,13,2.56494935746154,1,1.8,.116064,-2.15361351588165,.117936,-2.1376131745352,0,1,1,16,3,5,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,4.3,1,0,0,1,1,24,1,0,0,0,0,1,0,0,0,0,9,4,0,0,0,4,4,1,0,7,3,3,2,2,0,7,3,4,40.83,3,48.39,1,3,43,0,10.25,2.32727770558442,457.3,6.12533963066401,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,1,0,0,0,0,1,1,22,1,1,1,0,1,0,1,0,1,0,0,0
